Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Tenure_Months,Age,Total_bought,Total_purchases,Cmp_Accepted,Kmeans_labels
1968,Graduation,Uncommitted,75922.0,0,0,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,0,6,46,1295,18,0,3
1978,Graduation,Uncommitted,63693.0,0,1,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,8,36,1150,29,0,3
1977,PhD,Committed,102160.0,0,0,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,1,19,37,1240,26,3,5
1965,PhD,Uncommitted,40637.0,1,1,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,0,11,49,38,6,0,7
1984,Master,Uncommitted,18890.0,0,0,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,1,19,30,35,4,1,7
1988,Graduation,Committed,29604.0,1,0,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,0,6,26,53,5,1,6
1963,Master,Uncommitted,48721.0,1,1,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,0,13,51,293,17,0,7
1966,Graduation,Committed,44794.0,0,1,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,0,48,65,6,0,2
1954,Graduation,Uncommitted,64497.0,0,1,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,1,21,60,1804,29,1,1
1956,Graduation,Committed,46097.0,0,1,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,0,15,58,241,15,0,2
1954,Graduation,Committed,77972.0,0,0,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,0,3,60,1101,20,0,0
1968,PhD,Committed,44377.0,1,1,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,0,20,46,264,19,0,4
1974,Master,Committed,46014.0,1,1,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0,17,40,541,26,0,2
1985,Graduation,Committed,70951.0,0,0,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,0,13,29,1198,17,0,5
1977,Graduation,Committed,41443.0,1,0,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,0,2,37,482,20,0,6
1978,2n Cycle,Uncommitted,52195.0,2,1,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,1,36,17,4,0,7
1948,Master,Committed,83790.0,0,0,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,0,7,66,1615,25,2,0
1954,Master,Uncommitted,44551.0,0,1,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0,10,60,285,12,0,3
1980,Graduation,Committed,69508.0,1,0,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,0,19,34,1135,28,0,5
1988,2n Cycle,Committed,45204.0,1,0,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,0,2,26,114,7,0,6
1969,Graduation,Committed,72460.0,0,0,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,7,45,1047,16,0,0
1970,PhD,Committed,77622.0,0,2,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,0,2,44,714,22,0,0
1980,PhD,Committed,30732.0,1,0,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,0,17,34,185,13,0,4
1962,Graduation,Uncommitted,63887.0,0,1,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0,21,52,1245,32,0,1
1978,Graduation,Committed,42011.0,1,0,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,0,15,36,189,12,0,4
1976,Graduation,Committed,51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,20,38,576,16,0,5
1952,Graduation,Uncommitted,51537.0,0,1,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,18,62,1103,18,0,1
1972,PhD,Committed,79930.0,0,0,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0,22,42,1753,17,0,5
1986,PhD,Committed,34320.0,1,0,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,0,4,28,17,4,0,6
1966,Graduation,Uncommitted,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,15,48,433,23,0,7
1962,2n Cycle,Uncommitted,81975.0,0,1,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,0,17,52,1588,14,1,1
1971,Graduation,Committed,38590.0,1,0,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,0,13,43,22,4,0,4
1951,Graduation,Uncommitted,15033.0,0,0,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,0,2,63,19,5,0,3
1965,PhD,Committed,62745.0,0,1,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,0,15,49,1117,29,0,5
1975,2n Cycle,Committed,22212.0,1,0,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,0,6,39,69,8,0,6
1982,Master,Committed,23661.0,1,0,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,6,32,23,5,0,6
1958,PhD,Uncommitted,79761.0,0,1,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,8,56,605,19,0,3
1973,Graduation,Uncommitted,7500.0,1,0,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,6,41,57,11,0,7
1968,Graduation,Uncommitted,73455.0,0,0,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,0,8,46,2088,22,1,3
1958,Graduation,Committed,64961.0,0,1,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,0,18,56,1009,16,0,5
1971,Graduation,Uncommitted,22804.0,1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,11,43,26,5,0,7
1990,Graduation,Committed,73687.0,0,0,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,1,7,24,1627,22,1,0
1958,Graduation,Committed,61074.0,0,1,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,22,56,1102,31,0,5
1964,PhD,Committed,31686.0,1,1,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,0,50,17,6,0,6
1972,Graduation,Committed,80134.0,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,13,42,1690,16,3,5
1953,Graduation,Committed,75027.0,0,1,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0,17,61,1390,21,0,5
1988,PhD,Committed,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,22,26,2126,20,0,5
1969,Master,Committed,65176.0,0,1,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,20,45,1531,25,0,5
1975,Master,Uncommitted,31160.0,1,0,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,9,39,64,7,0,7
1985,Graduation,Uncommitted,29938.0,1,0,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,8,29,26,6,0,7
1974,Graduation,Uncommitted,102692.0,0,0,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,1,14,40,1112,29,4,1
1958,2n Cycle,Committed,26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,21,56,210,11,0,4
1967,Graduation,Committed,75702.0,1,1,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,22,47,1148,26,0,5
1974,PhD,Uncommitted,30899.0,1,0,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,20,40,33,6,0,7
1961,PhD,Committed,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,0,20,53,1101,19,1,5
1964,Graduation,Uncommitted,45989.0,0,1,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,0,20,50,322,16,0,1
1964,Graduation,Uncommitted,18701.0,1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,12,50,44,10,0,7
1957,PhD,Uncommitted,40737.0,2,1,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,6,57,17,4,0,3
1979,Graduation,Uncommitted,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,20,35,31,6,1,7
1968,PhD,Uncommitted,69674.0,0,2,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0,13,46,845,25,0,1
1970,Master,Committed,44159.0,1,0,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,0,44,275,15,0,6
1978,PhD,Committed,37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,19,36,25,4,0,4
1952,Master,Committed,43776.0,1,1,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,1,16,62,275,17,0,2
1966,Master,Committed,38179.0,1,1,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,15,48,90,11,0,2
1963,Graduation,Committed,80124.0,0,0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,0,51,1495,19,1,0
1970,PhD,Committed,38097.0,1,1,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,1,20,44,184,11,1,4
1970,Graduation,Committed,72940.0,0,0,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,12,44,981,13,0,5
1970,Graduation,Committed,22070.0,1,0,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,8,44,67,8,0,6
1953,Graduation,Uncommitted,69267.0,0,0,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,1,21,61,1635,14,0,1
1983,Master,Uncommitted,31788.0,1,0,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,0,3,31,60,10,0,7
1975,PhD,Committed,61905.0,0,1,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,4,39,231,12,0,0
1960,Graduation,Committed,29315.0,1,1,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,2,54,48,10,0,6
1963,Graduation,Uncommitted,33378.0,1,1,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,16,51,99,9,0,7
1963,PhD,Committed,66313.0,0,1,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,9,51,770,23,0,0
1956,Graduation,Uncommitted,60714.0,0,0,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,1,17,58,957,23,0,1
1981,Master,Committed,77882.0,0,0,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,2,33,818,12,0,0
1986,PhD,Uncommitted,69867.0,0,0,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,1,14,28,925,17,1,1
1968,Master,Uncommitted,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,14,46,908,22,0,1
1981,Basic,Committed,24480.0,1,0,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,0,16,33,102,10,0,4
1976,Graduation,Committed,51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,20,38,576,16,0,5
1946,Graduation,Committed,37760.0,0,0,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,22,68,317,13,0,5
1974,PhD,Committed,65640.0,0,1,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,0,3,40,461,15,0,0
1975,Master,Committed,44319.0,1,1,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,2,39,37,7,0,6
1974,Graduation,Committed,30631.0,1,0,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,11,40,70,7,0,6
1952,Graduation,Committed,75278.0,0,0,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,17,62,930,23,0,5
1956,Master,Committed,50898.0,1,1,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,17,58,859,33,0,2
1966,Graduation,Uncommitted,79946.0,0,0,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,1,48,1478,22,0,3
1949,Master,Uncommitted,35416.0,0,0,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,12,65,390,16,0,1
1984,2n Cycle,Committed,32414.0,0,0,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,11,30,52,5,1,6
1969,Graduation,Committed,38361.0,1,0,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,6,45,137,10,0,6
1980,Graduation,Committed,82497.0,0,0,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,20,34,1919,19,1,5
1971,Graduation,Committed,16626.0,2,0,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,5,43,68,9,0,6
1965,Graduation,Committed,29672.0,1,1,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,15,49,25,4,0,4
1952,Master,Committed,55951.0,0,1,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0,22,62,1374,23,2,5
1988,2n Cycle,Uncommitted,35388.0,1,0,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,15,26,32,5,0,7
1986,Master,Committed,42386.0,1,0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,17,28,100,7,0,4
1982,Graduation,Uncommitted,68627.0,0,0,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0,17,32,825,12,0,1
1965,PhD,Uncommitted,57912.0,0,1,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,0,3,49,916,28,1,3
1958,Graduation,Uncommitted,35246.0,1,1,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,2,56,62,11,0,3
1956,2n Cycle,Committed,58821.0,0,1,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,0,8,58,728,21,0,2
1978,PhD,Committed,46377.0,1,0,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,0,3,36,90,7,0,6
1988,Graduation,Uncommitted,39747.0,1,0,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,0,2,26,273,13,0,7
1984,Graduation,Committed,23976.0,1,0,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,0,6,30,66,10,0,6
1961,Master,Committed,80950.0,0,0,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,0,15,53,1213,23,1,5
1966,Graduation,Uncommitted,27038.0,0,0,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,1,21,48,107,7,0,7
1947,Graduation,Uncommitted,77457.0,0,0,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,0,3,67,1157,18,1,3
1964,Master,Committed,64100.0,0,1,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,0,9,50,546,18,1,0
1992,Master,Committed,42670.0,0,0,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0,14,22,241,11,0,4
1976,Graduation,Uncommitted,12571.0,1,0,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,0,5,38,53,11,0,7
1967,Graduation,Committed,22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,8,47,37,7,0,6
1976,Master,Uncommitted,70893.0,0,0,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0,16,38,1508,23,0,1
1966,Graduation,Committed,54198.0,1,1,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,6,48,235,16,0,0
1956,Master,Committed,28839.0,1,1,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,0,3,58,32,7,0,2
1972,Graduation,Committed,40321.0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,11,42,102,8,0,2
1985,Graduation,Uncommitted,66503.0,1,0,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,22,29,401,15,0,7
1951,Graduation,Committed,30833.0,1,1,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,0,11,63,28,6,0,2
1971,Graduation,Committed,64795.0,0,1,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0,17,43,680,21,0,5
1974,Graduation,Committed,34421.0,1,0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,11,40,30,4,0,6
1965,PhD,Uncommitted,47025.0,1,1,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,4,49,20,4,0,3
1961,PhD,Uncommitted,64325.0,0,1,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,0,16,53,1307,23,0,1
1953,Graduation,Uncommitted,40464.0,0,1,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0,17,61,630,24,0,1
1957,Graduation,Committed,62187.0,0,0,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,0,11,57,1283,18,0,2
1976,PhD,Uncommitted,14849.0,1,0,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0,11,38,65,9,0,7
1984,Graduation,Committed,27255.0,1,0,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0,7,30,37,5,0,6
1950,PhD,Committed,54432.0,2,1,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,13,64,38,5,0,2
1986,PhD,Uncommitted,29999.0,1,0,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,16,28,160,12,0,7
1983,Graduation,Uncommitted,24072.0,1,0,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0,14,31,23,4,0,7
1989,PhD,Uncommitted,33996.0,0,0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,9,25,71,6,0,7
1956,PhD,Committed,66334.0,0,1,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,1,14,58,1161,19,0,2
1971,Master,Committed,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,17,43,59,5,1,4
1983,Graduation,Committed,22010.0,1,0,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0,12,31,33,7,0,4
1960,Graduation,Uncommitted,62204.0,0,2,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,0,21,54,946,22,0,1
1968,Graduation,Uncommitted,75693.0,0,0,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,1,18,46,1442,22,3,1
1972,Graduation,Committed,30675.0,1,0,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,0,19,42,62,5,0,4
1965,Graduation,Committed,83003.0,0,0,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,1,15,49,1674,22,1,5
1988,Graduation,Uncommitted,68655.0,0,0,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,0,22,26,1538,21,0,1
1986,Graduation,Uncommitted,41411.0,0,0,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0,6,28,139,8,0,7
1969,PhD,Committed,55212.0,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,19,45,1182,20,2,5
1950,PhD,Committed,59292.0,0,1,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,12,64,507,18,0,2
1973,Basic,Committed,27190.0,1,0,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,1,10,41,18,4,1,6
1952,Graduation,Uncommitted,82623.0,0,0,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,7,62,940,16,0,3
1965,Graduation,Committed,44300.0,1,1,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,0,12,49,42,6,0,4
1970,Graduation,Uncommitted,84835.0,0,0,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,1,0,44,1190,15,0,3
1971,Graduation,Uncommitted,30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,18,43,44,8,0,7
1976,Master,Committed,33181.0,1,0,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,0,5,38,16,4,1,6
1957,Graduation,Committed,71113.0,0,1,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,0,6,57,835,26,0,0
1986,Graduation,Committed,71952.0,1,0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,17,28,1443,22,2,5
1966,PhD,Uncommitted,69759.0,0,0,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,1,8,48,1029,18,0,3
1974,Graduation,Committed,72099.0,0,0,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,0,20,40,1188,18,0,5
1976,PhD,Uncommitted,60000.0,0,1,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,18,38,1277,24,0,1
1978,Graduation,Uncommitted,38643.0,1,1,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,0,7,36,49,7,0,7
1955,Graduation,Committed,50737.0,0,1,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0,13,59,99,7,1,2
1969,PhD,Committed,68462.0,0,0,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0,18,45,1670,15,0,5
1943,Master,Committed,65073.0,0,0,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,0,10,71,900,14,0,2
1948,PhD,Committed,46681.0,0,2,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,8,66,425,16,0,2
1957,Graduation,Committed,78618.0,0,0,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,0,21,57,2153,22,1,5
1969,PhD,Uncommitted,62187.0,0,1,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,0,3,45,636,21,0,3
1978,Graduation,Committed,28442.0,2,0,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,4,36,57,10,0,6
1978,PhD,Committed,37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,19,36,25,4,0,4
1967,Graduation,Committed,51479.0,1,1,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0,18,47,494,22,0,5
1969,Graduation,Uncommitted,54803.0,0,1,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,0,22,45,693,19,0,1
1960,Graduation,Committed,79530.0,0,0,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,0,13,54,1348,26,0,5
1976,Graduation,Uncommitted,31615.0,1,0,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,0,15,38,51,7,0,7
1962,Graduation,Committed,72025.0,0,0,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,19,52,1932,16,0,5
1975,PhD,Uncommitted,52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,18,39,990,16,0,1
1984,2n Cycle,Committed,35684.0,1,0,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,0,2,30,30,5,0,6
1975,Graduation,Committed,48178.0,1,1,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,0,20,39,254,16,0,4
1970,Master,Uncommitted,29548.0,1,0,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,0,10,44,29,5,1,7
1966,Graduation,Uncommitted,63810.0,0,1,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,19,48,1371,23,1,1
1972,PhD,Uncommitted,38578.0,1,1,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,1,12,42,73,9,0,7
1975,Master,Uncommitted,46098.0,1,1,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,22,39,120,11,0,1
1970,Graduation,Uncommitted,22585.0,0,0,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,1,15,44,81,5,1,7
1989,Graduation,Uncommitted,30279.0,1,0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,18,25,37,5,0,7
1961,PhD,Committed,66426.0,0,1,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,0,8,53,1377,20,0,0
1969,Graduation,Uncommitted,30822.0,1,0,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,0,12,45,51,5,0,7
1969,PhD,Committed,33581.0,2,0,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,17,45,17,4,0,4
1985,Graduation,Committed,19986.0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,7,29,22,4,0,6
1954,Graduation,Uncommitted,27421.0,0,0,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,0,18,60,324,14,0,1
1973,2n Cycle,Committed,35688.0,2,1,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,22,41,211,16,0,4
1981,Master,Uncommitted,36143.0,1,0,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0,3,33,19,4,0,7
1971,Graduation,Uncommitted,10245.0,1,0,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,0,13,43,41,8,0,7
1968,Master,Committed,43795.0,0,1,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,0,1,8,46,492,17,1,2
1960,Graduation,Committed,63381.0,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,20,54,1005,26,0,5
1949,Graduation,Committed,38823.0,0,1,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,0,22,65,114,7,0,2
1968,PhD,Uncommitted,83664.0,1,1,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,0,13,46,1173,19,0,1
1979,Graduation,Committed,90300.0,0,0,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,0,5,35,1738,19,1,0
1979,Master,Committed,62499.0,1,0,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,0,6,35,222,12,0,6
1993,Graduation,Uncommitted,74293.0,0,0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,1,21,1127,16,0,3
1946,PhD,Committed,51012.0,0,0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,14,68,209,10,0,2
1968,Master,Committed,70777.0,0,1,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,0,4,46,787,23,0,0
1991,PhD,Committed,68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,8,23,1598,24,0,0
